,screenName,text,favorited,favoriteCount,replyToSN,Tweet Datetime,truncated,replyToSID,id.x,replyToUID,statusSource,retweetCount,isRetweet,retweeted,longitude,latitude,description,statusesCount,followersCount,favoritesCount,friendsCount,url,name,created.y,protected,verified,location,lang,id.y,listedCount,followRequestSent,profileImageUrl,,Gender
526,diganta_lodh,@klrahul11 and @henrygayle showed incredible batting performances. @DeepakHooda5555 played power pack knock. In the… https://t.co/el5VhLkQAw,FALSE,1,klrahul11,12-04-2021 19:19,TRUE,NA,1.38169E+18,1469065189,Twitter for Android,0,FALSE,FALSE,NA,NA,"<U+09A4><U+09C1><U+09AE><U+09BF> <U+09A8><U+09BE> <U+09A5><U+09BE><U+0995><U+09B2><U+09C7> ;
<U+09B0><U+09CB><U+09AE><U+09BF><U+0993> <U+0995><U+09AC><U+09C7> <U+09B9><U+09CB><U+09AE><U+09BF><U+0993><U+09AA><U+09BE><U+09A4><U+09BF><U+09B0> <U+09A6><U+09CB><U+0995><U+09BE><U+09A8> <U+0996><U+09C1><U+09B2><U+09C7> <U+099C><U+09AE><U+09BF><U+09DF><U+09C7> <U+09A6><U+09BF><U+09A4><U+09CB> .....
WRITER OF CONTEMPORARY WRITES<U+0001F913>
& SONGLOVER<U+0001F3A4>; <U+0997><U+09BF><U+099F><U+09BE><U+09B0> <U+09AC><U+09BE><U+099C><U+09BE><U+0987><U+0001F3B6>
<U+0986><U+09B0> <U+098F><U+0995><U+099F><U+09C1> PAINTING <U+0995><U+09B0><U+09BF><U+0001F607>",47,13,824,259,https://t.co/kbolezNcBT,Diganta Lodh,29-08-2020 03:24,FALSE,FALSE,West Bengal,NA,1.29955E+18,0,FALSE,http://pbs.twimg.com/profile_images/1375884969101287424/6vvFeEDl_normal.jpg,,Female
527,DineshK06766570,"What a match today #IPL2021 
#PunjabKings vs #RajasthanRoyals",FALSE,0,NA,12-04-2021 19:02,FALSE,NA,1.38168E+18,NA,Twitter for Android,0,FALSE,FALSE,NA,NA,"works at college student. study in FM University .
please follow and like.Thank you.",1045,70,6136,251,NA,Dinesh Kumar Nayak,20-03-2020 05:26,FALSE,FALSE,West Bengal,NA,1.24087E+18,0,FALSE,http://pbs.twimg.com/profile_images/1357970509300862976/cgFfGHdU_normal.jpg,,Female
528,Dineshk4302,"Match Day..<U+0001F600>

#Master #Thalapathy65 #IPL2021 https://t.co/Cld8xMeNmQ",FALSE,5,NA,12-04-2021 18:41,FALSE,NA,1.38168E+18,NA,Twitter for Android,4,FALSE,FALSE,NA,NA,|| <U+0001F33E><U+0BB5><U+0BBF><U+0BB5><U+0B9A><U+0BBE><U+0BAF><U+0BBF> <U+0BAE><U+0B95><U+0BA9><U+0BCD><U+0001F4AA> || THALAPATHY<U+0001F451> <U+0BB0><U+0B9A><U+0BBF><U+0B95><U+0BA9><U+0BCD><U+0001F525>||      || GVP || MSD<U+0001F60E> || Backup @Dineshk4303,26127,1592,22725,888,NA,Dinesh Krishna <U+0001F576>!!,12-06-2019 13:47,FALSE,FALSE,West Bengal,NA,1.13881E+18,0,FALSE,http://pbs.twimg.com/profile_images/1317027409783181312/JUkBLVyO_normal.jpg,,Female
529,dipika1817,"@IamSanjuSamson  and ,@klrahul11  take a bow men <U+0001F64C><U+0001F3FB><U+0001F647><U+2764><U+FE0F> <U+0001F64C><U+0001F3FB><U+0001F525> #IPL2021 #RRvsPBKS  #SanjuSamson  #klrahul",FALSE,2,IamSanjuSamson,12-04-2021 18:51,FALSE,NA,1.38168E+18,428234009,Twitter for Android,0,FALSE,FALSE,NA,NA,<U+0001F1EE><U+0001F1F3> <U+2728>,341,24,9697,171,NA,Dipika_hela,16-05-2020 07:20,FALSE,FALSE,West Bengal,NA,1.26156E+18,0,FALSE,http://pbs.twimg.com/profile_images/1373304445363126279/pNgw8xVB_normal.jpg,,Female
530,dippatel335,This young man has come long way from a small village in Gujrat. Thanks to @IPL for giving such an amazing platform… https://t.co/KSgrhbYmYZ,FALSE,2,NA,12-04-2021 19:28,TRUE,NA,1.38169E+18,NA,Twitter for Android,0,FALSE,FALSE,NA,NA,IT Engineer,4,8,256,143,NA,Dip Patel,03-06-2013 09:56,FALSE,FALSE,West Bengal,NA,1479351169,0,FALSE,http://pbs.twimg.com/profile_images/1229729016837550080/8S5CiDVV_normal.jpg,,Female
531,Direct_Dil_se_,"@Meme_Canteen The attitude of the cricketers and team owners of #IPL2021:

No matter if the #coronavirus is spreadi… https://t.co/9HTfhs61L1",FALSE,0,Meme_Canteen,12-04-2021 18:53,TRUE,1.38163E+18,1.38168E+18,1.22621E+18,Twitter for Android,0,FALSE,FALSE,NA,NA,"A Zoroastrian by birth. Born in the year 1973. Simple, humble and quiet. All opinions given on unbiased, logical and practical considerations.<U+0001F64F>",7323,73,124,7,NA,The un-common man (<U+0938><U+092C><U+0938><U+0947> <U+0905><U+0928><U+094B><U+0916><U+093E>),15-02-2012 13:55,FALSE,FALSE,West Bengal,NA,493146577,1,FALSE,http://pbs.twimg.com/profile_images/1369632385252343810/WaLpycyn_normal.jpg,,Female
532,Direct_Dil_se_,"The attitude of the cricketers and team owners of #IPL2021:

No matter if the #coronavirus is spreading fast in the… https://t.co/uOKVcBqh2K",FALSE,0,NA,12-04-2021 18:47,TRUE,NA,1.38168E+18,NA,Twitter for Android,0,FALSE,FALSE,NA,NA,"A Zoroastrian by birth. Born in the year 1973. Simple, humble and quiet. All opinions given on unbiased, logical and practical considerations.<U+0001F64F>",7323,73,124,7,NA,The un-common man (<U+0938><U+092C><U+0938><U+0947> <U+0905><U+0928><U+094B><U+0916><U+093E>),15-02-2012 13:55,FALSE,FALSE,West Bengal,NA,493146577,1,FALSE,http://pbs.twimg.com/profile_images/1369632385252343810/WaLpycyn_normal.jpg,,Female
533,Direct_Dil_se_,"@CSKFansArmy The attitude of the cricketers and team owners of #IPL2021:

No matter if the #coronavirus is spreadin… https://t.co/SrAve3hAlV",FALSE,0,CSKFansArmy,12-04-2021 18:49,TRUE,1.38167E+18,1.38168E+18,1.20332E+18,Twitter for Android,0,FALSE,FALSE,NA,NA,"A Zoroastrian by birth. Born in the year 1973. Simple, humble and quiet. All opinions given on unbiased, logical and practical considerations.<U+0001F64F>",7323,73,124,7,NA,The un-common man (<U+0938><U+092C><U+0938><U+0947> <U+0905><U+0928><U+094B><U+0916><U+093E>),15-02-2012 13:55,FALSE,FALSE,West Bengal,NA,493146577,1,FALSE,http://pbs.twimg.com/profile_images/1369632385252343810/WaLpycyn_normal.jpg,,Female
534,Direct_Dil_se_,"@CricPrasen The attitude of the cricketers and team owners of #IPL2021:

No matter if the #coronavirus is spreading… https://t.co/Tmw8rQA1db",FALSE,0,CricPrasen,12-04-2021 18:51,TRUE,1.38168E+18,1.38168E+18,4467717913,Twitter for Android,0,FALSE,FALSE,NA,NA,"A Zoroastrian by birth. Born in the year 1973. Simple, humble and quiet. All opinions given on unbiased, logical and practical considerations.<U+0001F64F>",7323,73,124,7,NA,The un-common man (<U+0938><U+092C><U+0938><U+0947> <U+0905><U+0928><U+094B><U+0916><U+093E>),15-02-2012 13:55,FALSE,FALSE,West Bengal,NA,493146577,1,FALSE,http://pbs.twimg.com/profile_images/1369632385252343810/WaLpycyn_normal.jpg,,Female
535,Direct_Dil_se_,"@Saurabh21536506 The attitude of the cricketers and team owners of #IPL2021:

No matter if the #coronavirus is spre… https://t.co/QcoxoVTWly",FALSE,0,Saurabh21536506,12-04-2021 19:04,TRUE,1.38167E+18,1.38168E+18,1.37289E+18,Twitter for Android,0,FALSE,FALSE,NA,NA,"A Zoroastrian by birth. Born in the year 1973. Simple, humble and quiet. All opinions given on unbiased, logical and practical considerations.<U+0001F64F>",7323,73,124,7,NA,The un-common man (<U+0938><U+092C><U+0938><U+0947> <U+0905><U+0928><U+094B><U+0916><U+093E>),15-02-2012 13:55,FALSE,FALSE,West Bengal,NA,493146577,1,FALSE,http://pbs.twimg.com/profile_images/1369632385252343810/WaLpycyn_normal.jpg,,Female
536,divvvyansh,"Time we realise that our local Indian bowlers like Chetan Sakariya, Arshdeep Singh, Harshal Patel are better than t… https://t.co/56PSKeMMCz",FALSE,2,NA,12-04-2021 18:49,TRUE,NA,1.38168E+18,NA,Twitter for Android,0,FALSE,FALSE,NA,NA,<U+0001F637>,643,36,2212,76,NA,Divyansh Chhabra,21-01-2020 08:20,FALSE,FALSE,West Bengal,NA,1.21954E+18,1,FALSE,http://pbs.twimg.com/profile_images/1314880570854264832/XfAbWu6w_normal.jpg,,Female
537,divyang_7,"Arshdeep Singh - 3/35
Chetan Sakariya - 3/31
The performance of two young left-arm seamers stood out on a deck that… https://t.co/0myirIS8UK",FALSE,1,NA,12-04-2021 19:09,TRUE,NA,1.38169E+18,NA,Twitter for iPhone,0,FALSE,FALSE,NA,NA,"Co-founder @indiagrooming .. Entrepreneur. Collector of moments, not things. Lover of adventure, music, and pizza. Instagram- @divyang_7",2289,325,672,203,https://t.co/NsgxBvwVF5,divyang shroff,18-11-2011 04:47,FALSE,FALSE,West Bengal,NA,415299055,5,FALSE,http://pbs.twimg.com/profile_images/1272123504561963009/H44y3tEk_normal.jpg,,Female
538,Diya_tweetz,"All #CSK fans boycotted me this season <U+0001F614>

#IPL2021",FALSE,1,NA,12-04-2021 19:19,FALSE,NA,1.38169E+18,NA,Twitter for Android,0,FALSE,FALSE,NA,NA,Investment banker. Tweets are my personal views.,97270,1877,88093,355,NA,Diya,28-11-2018 16:24,FALSE,FALSE,West Bengal,NA,1.06782E+18,0,FALSE,http://pbs.twimg.com/profile_images/1325397486496698369/iEyPtjng_normal.jpg,,Female
539,DJ_Bhayani,"@ViCustomerCare @DisneyplusHSVIP Match 4 Answer (19) - 3 singles

#FanOfTheMatch #RRvPBKS #IPL2021 
@ViCustomerCare",FALSE,0,ViCustomerCare,12-04-2021 18:44,FALSE,1.38168E+18,1.38168E+18,1.28764E+18,Twitter for Android,0,FALSE,FALSE,NA,NA,Contest Player. A Human Being.,11898,1030,23919,1112,NA,Dhanish Bhayani,30-06-2019 08:29,FALSE,FALSE,West Bengal,NA,1.14525E+18,0,FALSE,http://pbs.twimg.com/profile_images/1300807674653597697/QPslPbmd_normal.jpg,,Female
540,dna,"#IPLAuction2021: How a tempo driver's son landed contract worth Rs 1.2 crore

#IPL #IPL2021 #IPLAuction 

https://t.co/p5SEr5dYSb",FALSE,8,NA,12-04-2021 21:30,FALSE,NA,1.38172E+18,NA,TweetDeck,0,FALSE,FALSE,NA,NA,"Follow us for news, photos, videos and the latest trends from India and around the world. http://t.co/IZXefx3rSt",611761,2231987,110,373,NA,DNA,28-11-2008 15:39,FALSE,TRUE,West Bengal,NA,17710740,3432,FALSE,http://pbs.twimg.com/profile_images/864432203370905601/yWa-6Q9O_normal.jpg,,Female
541,donbalaji1,"Whatt A Thunderstorm Match <U+0001F525> In T20 History What An Fantabulous Inning By @IamSanjuSamson <U+0001F4A5><U+0001F44C><U+0001F44F> 

He Deserved To Hit… https://t.co/TpFyNBt4Cx",FALSE,0,NA,12-04-2021 18:48,TRUE,NA,1.38168E+18,NA,Twitter for iPhone,0,FALSE,FALSE,NA,NA,Ignore Negativity #ThalapathyVijayAnna Veriyan #Abdulkalam Devotee #Filmmaker <U+0001F3A5> <U+0001F3AC>#Photoholic <U+0001F4F7> <U+0001F39E>#Music Addict <U+0001F50A><U+0001F3BC>,4712,1015,495,294,NA,donbalaji,25-05-2011 03:34,FALSE,FALSE,West Bengal,NA,304792637,2,FALSE,http://pbs.twimg.com/profile_images/1380777563853742085/-OOTZxdu_normal.jpg,,Female
542,dp_karthik,"Today :

2000 runs - #SanjuSamson for #RR. 

2000 runs - #KLRahul for #PBKS. 

#IPL2021
#RRvsPBKS",FALSE,22,NA,12-04-2021 18:44,FALSE,NA,1.38168E+18,NA,Twitter for Android,5,FALSE,FALSE,NA,NA,Rêveuse <U+0001F44C> #SoftwareEngineer <U+0001F468><U+200D><U+0001F4BB>|  #Photoshop <U+0001F468><U+200D><U+0001F3A8> | #VideoEditor <U+0001F3A5>|  #Thalapathy <U+0001F525>|#ViratKohli 1<U+20E3>8<U+20E3>| #YSR <U+0001F3BC>| #JB <U+0001F468><U+200D><U+0001F3A4>|#Riri <U+0001F469><U+200D>,29695,6473,55921,786,https://t.co/IvqrJBzki5,K<U+0001D759>RTHIK DP <U+2741>,23-12-2012 09:56,FALSE,FALSE,West Bengal,NA,1030266727,7,FALSE,http://pbs.twimg.com/profile_images/1377150192869240840/Wwvxvtf9_normal.jpg,,Female
543,dp_karthik,"Man of the Match in #IPL2021 :

Match 1 - Harshal Patel (IND Uncapped)
Match 2 - Shikhar Dhawan (IND)
Match 3 - Nit… https://t.co/Hr9Qig9Pqn",FALSE,21,NA,12-04-2021 18:49,TRUE,NA,1.38168E+18,NA,Twitter for Android,7,FALSE,FALSE,NA,NA,Rêveuse <U+0001F44C> #SoftwareEngineer <U+0001F468><U+200D><U+0001F4BB>|  #Photoshop <U+0001F468><U+200D><U+0001F3A8> | #VideoEditor <U+0001F3A5>|  #Thalapathy <U+0001F525>|#ViratKohli 1<U+20E3>8<U+20E3>| #YSR <U+0001F3BC>| #JB <U+0001F468><U+200D><U+0001F3A4>|#Riri <U+0001F469><U+200D>,29695,6473,55921,786,https://t.co/IvqrJBzki5,K<U+0001D759>RTHIK DP <U+2741>,23-12-2012 09:56,FALSE,FALSE,West Bengal,NA,1030266727,7,FALSE,http://pbs.twimg.com/profile_images/1377150192869240840/Wwvxvtf9_normal.jpg,,Female
544,dp_karthik,"#TeamIndia can now have 3 - T20 teams each with 15 members squad with world class experience.

Thanks to - @IPL

#IPL2021",FALSE,23,NA,12-04-2021 19:32,FALSE,NA,1.38169E+18,NA,Twitter for Android,7,FALSE,FALSE,NA,NA,Rêveuse <U+0001F44C> #SoftwareEngineer <U+0001F468><U+200D><U+0001F4BB>|  #Photoshop <U+0001F468><U+200D><U+0001F3A8> | #VideoEditor <U+0001F3A5>|  #Thalapathy <U+0001F525>|#ViratKohli 1<U+20E3>8<U+20E3>| #YSR <U+0001F3BC>| #JB <U+0001F468><U+200D><U+0001F3A4>|#Riri <U+0001F469><U+200D>,29695,6473,55921,786,https://t.co/IvqrJBzki5,K<U+0001D759>RTHIK DP <U+2741>,23-12-2012 09:56,FALSE,FALSE,West Bengal,NA,1030266727,7,FALSE,http://pbs.twimg.com/profile_images/1377150192869240840/Wwvxvtf9_normal.jpg,,Female
545,dp_karthik,"Watching the highlights of #SanjuSamson's knock again in hotstar.

#RRvPBKS
#IPL2021",FALSE,23,NA,12-04-2021 18:57,FALSE,NA,1.38168E+18,NA,Twitter for Android,9,FALSE,FALSE,NA,NA,Rêveuse <U+0001F44C> #SoftwareEngineer <U+0001F468><U+200D><U+0001F4BB>|  #Photoshop <U+0001F468><U+200D><U+0001F3A8> | #VideoEditor <U+0001F3A5>|  #Thalapathy <U+0001F525>|#ViratKohli 1<U+20E3>8<U+20E3>| #YSR <U+0001F3BC>| #JB <U+0001F468><U+200D><U+0001F3A4>|#Riri <U+0001F469><U+200D>,29695,6473,55921,786,https://t.co/IvqrJBzki5,K<U+0001D759>RTHIK DP <U+2741>,23-12-2012 09:56,FALSE,FALSE,West Bengal,NA,1030266727,7,FALSE,http://pbs.twimg.com/profile_images/1377150192869240840/Wwvxvtf9_normal.jpg,,Female
546,dr_garvit,"@ViCustomerCare @DisneyplusHSVIP 3 singles

#FanOfTheMatch
#RRvPBKS #IPL2021",FALSE,0,ViCustomerCare,12-04-2021 18:57,FALSE,1.38168E+18,1.38168E+18,1.28764E+18,Twitter for Android,0,FALSE,FALSE,NA,NA,"Doctor to Be <U+2B50>
MSDian<U+0001F607><U+0001F60E>",78,9,200,72,NA,Garvit Mehra,18-09-2017 17:29,FALSE,FALSE,West Bengal,NA,9.09832E+17,0,FALSE,http://pbs.twimg.com/profile_images/1261589930171609089/KQriVaum_normal.jpg,,Female
547,dukeofmumbai,"@TVSEurogrip My Perfect Screenshot

#ContestAlert #TheSpecialistLeague #TVSEurogrip  #IPL2021
@TVSEurogrip… https://t.co/nQ0xx13CvE",FALSE,0,TVSEurogrip,12-04-2021 19:38,TRUE,1.38162E+18,1.38169E+18,2992190911,Twitter for Android,0,FALSE,FALSE,NA,NA,The Duke...,4508,44,610,562,NA,Vishal J,31-08-2013 13:04,FALSE,FALSE,West Bengal,NA,1715615124,0,FALSE,http://pbs.twimg.com/profile_images/1107668231458705408/MCvfUhFp_normal.jpg,,Female
548,dukeofmumbai,"@TVSEurogrip Here's My Screenshot

#TheSpecialistLeague #TVSEurogrip  #IPL2021

@TVSEurogrip https://t.co/DNDjYk8IX5",FALSE,0,TVSEurogrip,12-04-2021 19:35,FALSE,1.38162E+18,1.38169E+18,2992190911,Twitter for Android,0,FALSE,FALSE,NA,NA,The Duke...,4508,44,610,562,NA,Vishal J,31-08-2013 13:04,FALSE,FALSE,West Bengal,NA,1715615124,0,FALSE,http://pbs.twimg.com/profile_images/1107668231458705408/MCvfUhFp_normal.jpg,,Female
549,DustbowlPod,"Arshdeep Singh picked by #PBKS for the base price of 20 Lakhs.
Chris Morris was picked for 16.25 crores by #RR . Gu… https://t.co/gmv9359cyA",FALSE,0,NA,12-04-2021 19:28,TRUE,NA,1.38169E+18,NA,Twitter for Android,0,FALSE,FALSE,NA,NA,"A freewheeling podcast on domestic and International, men's and women's Indian Cricket.
Hosted by: @rklakshman and @MohantyPython",5,2,0,8,NA,Dustbowl - An Indian Cricket Podcast,02-02-2021 16:44,FALSE,FALSE,West Bengal,NA,1.35664E+18,0,FALSE,http://pbs.twimg.com/profile_images/1357337422149808134/drF8JaHX_normal.jpg,,Female
550,DustbowlPod,The superlative effort by Sanju Samson defined the match between #PBKSvsRR. So far no team is willing to cede an inch. #IPL2021,FALSE,0,NA,12-04-2021 19:30,FALSE,NA,1.38169E+18,NA,Twitter for Android,0,FALSE,FALSE,NA,NA,"A freewheeling podcast on domestic and International, men's and women's Indian Cricket.
Hosted by: @rklakshman and @MohantyPython",5,2,0,8,NA,Dustbowl - An Indian Cricket Podcast,02-02-2021 16:44,FALSE,FALSE,West Bengal,NA,1.35664E+18,0,FALSE,http://pbs.twimg.com/profile_images/1357337422149808134/drF8JaHX_normal.jpg,,Female
551,dvjabel,"IPL teams while defending 200 or 200+ target

RCB: Won - 13, Lost - 3
MI: Won - 11, Lost - 0
CSK: Won - 10, Lost -… https://t.co/QGpxMA29PB",FALSE,2,NA,12-04-2021 19:12,TRUE,NA,1.38169E+18,NA,Twitter for Android,0,FALSE,FALSE,NA,NA,"#tech lover
#cricket fan
#Crypto Enthusiast",1366,652,585,72,NA,Abel Varkey,08-05-2014 17:02,FALSE,FALSE,West Bengal,NA,2484187231,0,FALSE,http://pbs.twimg.com/profile_images/1379867584376369155/X8FFwKwj_normal.jpg,,Female
552,Dwai_Doyen,"https://t.co/JpXxOLNOju

It is always a welcoming sight when we see batsmen unfurling another unorthodox shot. Very… https://t.co/mfVk8z8yy5",FALSE,0,NA,12-04-2021 18:48,TRUE,NA,1.38168E+18,NA,Twitter for Android,0,FALSE,FALSE,NA,NA,"Work in sport. 
Writer at @thecricketopinion,  @translucentlytennis and @cricketholics and https://t.co/rat7AkQveP 
CIC, Delhi University.",1051,86,1223,850,https://t.co/Botsd3aXLq,Dwaipayan Mukherjee ,22-07-2014 13:46,FALSE,FALSE,West Bengal,NA,2669495239,1,FALSE,http://pbs.twimg.com/profile_images/1375515438830940161/e1UQ-WxF_normal.jpg,,Female
553,earthtoakash,so happy for Chetan Sakariya.That’s what 1 does when gets an opportunity to perform.Good luck 4 future mate… https://t.co/BNT6Bo2OtN,FALSE,2,NA,12-04-2021 19:38,TRUE,NA,1.38169E+18,NA,Twitter for iPhone,0,FALSE,FALSE,NA,NA,Actor& CSE Engineer-SQL with Do Something Syndrome <U+26A1><U+FE0F>Indian Airforce <U+26A1><U+FE0F>,196,9,218,35,https://t.co/4l76G9LaBb,Akash Purohit,30-12-2020 07:58,FALSE,FALSE,West Bengal,NA,1.34419E+18,0,FALSE,http://pbs.twimg.com/profile_images/1379735492934000642/GLYjN-05_normal.jpg,,Female
554,earthtoakash,"Atleast i am happy that FIRST CENTURY  of #IPL2021 is scored by a Royal #SanjuSamson and not by any cheap KL, PANDYA or KOHLI #RoyalsFamily",FALSE,1,NA,12-04-2021 19:31,FALSE,NA,1.38169E+18,NA,Twitter for iPhone,0,FALSE,FALSE,NA,NA,Actor& CSE Engineer-SQL with Do Something Syndrome <U+26A1><U+FE0F>Indian Airforce <U+26A1><U+FE0F>,196,9,218,35,https://t.co/4l76G9LaBb,Akash Purohit,30-12-2020 07:58,FALSE,FALSE,West Bengal,NA,1.34419E+18,0,FALSE,http://pbs.twimg.com/profile_images/1379735492934000642/GLYjN-05_normal.jpg,,Female
555,eby_jayan,"@IamSanjuSamson what a kock, the captain leading from the front. The lone warrior, just fall short by yards. Tough… https://t.co/BJzZMQR2xj",FALSE,1,IamSanjuSamson,12-04-2021 18:45,TRUE,NA,1.38168E+18,428234009,Twitter for Android,0,FALSE,FALSE,NA,NA,"Hardware Engineer, Cricket Enthusiastic, <U+0D15><U+0D41><U+0D1E><U+0D4D><U+0D1E><U+0D28><U+0D4D><U+0D31><U+0D46> <U+0D05><U+0D1A><U+0D4D><U+0D1B><U+0D7B>,  <U+0D15><U+0D4D><U+0D30><U+0D3F><U+0D15><U+0D4D><U+0D15><U+0D31><U+0D4D><U+0D31><U+0D4D><U+200C> <U+0D2A><U+0D4D><U+0D30><U+0D3E><U+0D28><U+0D4D><U+0D24><U+0D7B>,  <U+0D12><U+0D30><U+0D41> <U+0D15><U+0D41><U+0D1F><U+0D4D><U+0D1F><U+0D3F> <U+0D2C><U+0D4D><U+0D32><U+0D4B><U+0D17><U+0D41><U+0D23><U+0D4D><U+0D1F><U+0D47>",3234,81,1577,106,https://t.co/ON1YClug5p,ebyjayan,22-05-2013 06:45,FALSE,FALSE,West Bengal,NA,1448138898,0,FALSE,http://pbs.twimg.com/profile_images/1258254219108204544/og9aEm_5_normal.jpg,,Female
556,edrinalo25,"@TVSEurogrip @TVSEurogrip 
Here is my perfect screenshot team 
#ContestAlert
#TheSpecialistLeague #TVSEurogrip… https://t.co/5t5rxjPMCC",FALSE,0,TVSEurogrip,12-04-2021 19:01,TRUE,1.38162E+18,1.38168E+18,2992190911,Twitter for Android,0,FALSE,FALSE,NA,NA,I am audacious,5050,130,6916,760,NA,MARINA SAHA,23-11-2011 22:31,FALSE,FALSE,West Bengal,NA,419884486,0,FALSE,http://pbs.twimg.com/profile_images/1283869160632532992/cGqp4h78_normal.jpg,,Female
557,ekambaram_10,"Round 1

Big gainers: Indian pacers (Harshal Patel, Avesh Khan, Prasidh Krishna, Chetan Sakariya, Arshdeep Singh)… https://t.co/gwqvD07d5o",FALSE,0,NA,12-04-2021 19:25,TRUE,NA,1.38169E+18,NA,Twitter for Android,0,FALSE,FALSE,NA,NA,Cinema Kaaram Coffee. Opinions are personal,4470,898,7283,372,NA,Ekambaram Raveendran,18-08-2011 17:45,FALSE,FALSE,West Bengal,NA,357640316,6,FALSE,http://pbs.twimg.com/profile_images/1362492095827570688/jCqlGgs__normal.jpg,,Female
558,ekbal_anshad,"The Fighting Classic Mixing Mass Cool Captain.

#SanjuSamson
#RajasthanRoyals
#IPL2021 https://t.co/GWFLC8Qx14",FALSE,0,NA,12-04-2021 22:11,FALSE,NA,1.38173E+18,NA,Twitter for Android,0,FALSE,FALSE,NA,NA,Ekbal Anshad,49,2,168,105,NA,Ekbal Anshad,12-06-2020 03:43,FALSE,FALSE,West Bengal,NA,1.27129E+18,0,FALSE,http://pbs.twimg.com/profile_images/1271287167373807618/BKRSNw-V_normal.jpg,,Female
559,ellyse213,"Chris Morris be like 
#IPL2021 
#RRvsPBKS https://t.co/pdkhKiQU0t",FALSE,2,NA,12-04-2021 19:33,FALSE,NA,1.38169E+18,NA,Twitter for Android,0,FALSE,FALSE,NA,NA,"In Love With Cricket <U+0001F495><U+0001F495>
|| Cricket For All <U+0001F3F3><U+200D><U+0001F308> ||
@msdhoni @DaleSteyn62
@stevesmith49 @jofraArcher
@EllysePerry @imro45 @mipaltan",555,39,651,120,NA,PERRY,16-06-2018 10:49,FALSE,FALSE,West Bengal,NA,1.00794E+18,0,FALSE,http://pbs.twimg.com/profile_images/1380924842065588226/0_wcm3kp_normal.jpg,,Female
560,Eman_NaazFan,@Eman_NaazFan's account has been withheld in India in response to a legal demand. Learn more.,FALSE,0,NA,12-04-2021 22:22,FALSE,NA,1.38173E+18,NA,Twitter for Android,0,FALSE,FALSE,NA,NA,@Eman_NaazFan's account has been withheld in India in response to a legal demand. Learn more.,1484,231,238,183,NA,,14-02-2020 10:28,FALSE,FALSE,West Bengal,NA,1.22826E+18,0,FALSE,,,Female
561,Eman_NaazFan,@Eman_NaazFan's account has been withheld in India in response to a legal demand. Learn more.,FALSE,0,NA,12-04-2021 22:23,FALSE,NA,1.38173E+18,NA,Twitter for Android,0,FALSE,FALSE,NA,NA,@Eman_NaazFan's account has been withheld in India in response to a legal demand. Learn more.,1484,231,238,183,NA,,14-02-2020 10:28,FALSE,FALSE,West Bengal,NA,1.22826E+18,0,FALSE,,,Female
562,Emonmia24618845,"looking for a cover designer . Hare I am now you can hire me.
contact me: https://t.co/YbPeA9WJEV

#ramadanmubarak… https://t.co/WTt0C1rwaL",FALSE,1,NA,12-04-2021 20:10,TRUE,NA,1.3817E+18,NA,Twitter Web App,0,FALSE,FALSE,NA,NA,"Hi!
My name is Emon and I'm freelances.I am very happy that you are here.",31,6,4,14,https://t.co/Y0BNTi2QU9,Emon miah,17-09-2020 11:09,FALSE,FALSE,West Bengal,NA,1.30655E+18,0,FALSE,http://pbs.twimg.com/profile_images/1306553088333901826/SqOCQqGM_normal.jpg,,Female
563,engle_amol,@WazirXIndia @WazirXIndia @NischalShetty @NEMofficial when will you distribute the airdrop ? #ipl2021 #wazirxscam #wazirX,FALSE,0,WazirXIndia,12-04-2021 18:58,FALSE,1.3816E+18,1.38168E+18,9.55745E+17,Twitter Web App,0,FALSE,FALSE,NA,NA,,5,0,0,2,NA,amol engle,29-03-2021 12:03,FALSE,FALSE,West Bengal,NA,1.37651E+18,0,FALSE,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,Female
564,ens_socialis,"<U+0D05><U+0D28><U+0D28><U+0D4D><U+0D24><U+0D2A><U+0D41><U+0D30><U+0D3F><U+0D2F><U+0D3F><U+0D7D> <U+0D28><U+0D3F><U+0D28><U+0D4D><U+0D28><U+0D41><U+0D02>,
<U+0D0E><U+0D28><U+0D4D><U+0D28><U+0D41><U+0D02> <U+0D15><U+0D47><U+0D30><U+0D33><U+0D24><U+0D4D><U+0D24><U+0D3F><U+0D28><U+0D4D><U+0D31><U+0D46> <U+0D38><U+0D4D><U+0D35><U+0D28><U+0D4D><U+0D24><U+0D02>, 

            ‘<U+0D15><U+0D4D><U+0D2F><U+0D3E><U+0D2A><U+0D4D><U+0D31><U+0D4D><U+0D31><U+0D7B>’  

Applause, @IamSanjuSamson, on scor… https://t.co/y5eKGTmYww",FALSE,1,NA,12-04-2021 18:49,TRUE,NA,1.38168E+18,NA,Twitter for Android,0,FALSE,FALSE,NA,NA,"INC, Ex-President, @NSUI Unit, Writer at @YouthKiAwaaz, Homo Sapien, Citizen, Friend, Student, Democrat, Nehruvian, Centre-Left Liberal, Keralite, Compassionate",11675,402,74876,1430,https://t.co/1cOVVIWkX5,Amal Chandra,24-11-2015 01:40,FALSE,FALSE,West Bengal,NA,4339812012,2,FALSE,http://pbs.twimg.com/profile_images/1353765889338863627/z1Eam9CJ_normal.jpg,,Female
